Insufficent Material,None
Insufficent Material,None
Insufficent Material,None
Insufficent Material,None
Stalemate,None
Insufficent Material,None
Insufficent Material,None
Insufficent Material,None
Insufficent Material,None
Insufficent Material,None
Insufficent Material,None
Checkmate,Black
Insufficent Material,None
Insufficent Material,None
Insufficent Material,None
Insufficent Material,None
Stalemate,None
Insufficent Material,None
Stalemate,None
Insufficent Material,None
